reviews,category
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요    수강 후  시험을 보셨다면 달성점수도 자랑해 주세요         점 이상     내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요     몇 년만에 토익공부라 다 까먹어서 기초부터 배우고 싶었습니다  모든 강의가 이해하기 잘 되어서 좋았습니다      기타의견      나만의 공부         복습이 답입니다   복습 더 하러 갑니다   열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
아직 목표점수가 달성하진 않았지만 점수가 올라서 도움이 됨을 몸소 느끼고 있습니다   ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요      점대 이상     내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  이해 하기가 쉬웠습니다      기타의견      나만의 공부      매일 꾸준히 조금씩이라도 토익 인강을 들어주곤 했습니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
문법  독해  어휘  듣기 그 모든 것이 좋았습니다  그 중에서 특히 문법이랑 어휘는 혼자서 책보고 암기하면 안되나  싶은 생각이 커서 앞전에는 전혀 강의를 듣지 않았는데 이 생각은 정말 큰 오류였음을  지금 이 글을 쓰는 중에도 다시 한번 느낍니다    전문 강사님들이 수년에서 수십년 동안 토익을 연구하시고 알짜배기 소스를 제공해 주시는데 이것을 공부하는 거랑 혼자 책보고 공부하는 것은 하늘과 땅 차이 입니다  복습을 많이 못하고 시험을 봐서 걱정이 많이 됐지만 그토록 원하던    점대 진입에 성공했네요      독해 같은 경우 처음에는 유튜브에 있는 여러 무료강의들을 보며 공부를 했었는데 강사님들 마다 독해하는 방식도 다 다르시고 모든 강사님들이 당연히 강의는 잘하시는데 뭔가 알맹이와 소스가 없는  약간    부족한 느낌이 매우 강했어요   하지만 박영선 강사님 강의를 듣고 독해의 각 주제별 접근법과 각 주제별 필수 어휘들이 아주 잘 정리된 강의자료를 받아보고 한번 놀래고 강의를 하시면서 학생의 눈높이  학생의 사고방식과 학생의 독해 수준에 눈높이를 맞추어 강의를 하시는 모습에 또 한번 놀랬습니다  강의를 거의 다 수강 할 때 쯤 되니깐 지문을 만났을 때 일단 무작정 읽어갔었던 저의 모습 보다는 체계적으로 읽어나가는 저의 모습을 볼 수 있었습니다     다음번에는 이번에 공부 했던 경험을 토대로 더 열심히 복습해서     이상으로 달려가겠습니다    양질의 강의를 제공해 주어서 감사합니다 해커스   ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요  목표점수는 사실 높게 잡지 않았습니다  아무래도 저는 직장인이다보니 시간을 한정적으로 사용할수 밖에 없었습니다 그래서 제가 처음 듣는 수업인 이 강의의 기준이었던    점만 넘어보자 였습니다  하지만 역시 생각했던것처럼 마음대로 되지 않았습니다  일에 치이고 약속에 치이다보니 하루하루 출석체크하는 것만으로도 바빠다보니 따로 여유있게 토익시험도 볼수가 없었습니다  그나마 최근에 시험을 치르게 되었고 결과가 나왔습니다  제가 공부하지 않았던 것을 생각하면 높게 나왔다고 생각하지만 그래도  기본 기준점수에도 미치지 못했습니다  많은 직장인분들도 열심히 토익공부를 하는것으로 알고 있습니다만 저처럼은 공부하지마시고 하루에  강  강을 듣더라도 꾸준하게 듣고 작은 목표부터 이루어 간다면 원하시는 점수가 나올거라 생각합니다        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  제가 들었던 문법강의 강상진 선생님께서 초보에 맞게 잘 이해할수 있도록 가르쳐주셨습니다  예전에 문법을 배운적이 있지만 오랫동안 영어공부를 하지 않았기에 두려움도 있었습니다  하지만 선생님덕분에 자신감을 가질수 있었습니다  비록 이번엔 저의 목표를 이루지 못했지만 앞으로 기회를 또 만들어서 선생님께 잘 배우고 복습도 철저히 해서 제가 원하는 점수를 이룰수 있도록 열심히 하겠습니다       기타의견      나만의 공부      환급반강의를 들을 때 어려웠던 점은 하루하루 출석체크를 한다는 압박감이었습니다  하지만 돌이켜 생각해보면 당연히 매일매일 조금씩이라도 공부를 해야하는 것이고 출석체크를 할수 있었어야 했습니다  저도 매일 출석체크를 한다는 것이 너무 힘들었지만 그래도 힘겹게 여기까지 해냈습니다  이 글을 읽는 다른 분들도 무슨 일이 있어나도 하루  강은 꼭 듣자는 마음을 가진다면 출석체크에 대한 부담도 덜 수 있고 자신의 목표를 이루는데 디딤돌이 될 수 있다고 생각합니다  제가 사실 별로 공부를 못했다보니 흔적을 남길 것이 없네요  여러분들은 꼭 자신만의 노트와 인증으로 다양하고 재밌게 공부하시기 바랍니다   열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
늦은 나이에 첫 토익 공부와 시험  강의는 재미있고 시험을 힘들고     강의를 완벽하게 듣지는 못했지만 첫 토익시험으로 앞으로 공부를 어떻게 해야할지 가이드가 생겼고 정말 열정적인 강의 감사드립니다 비록 이번 토익에서는    가    보다 점수가 낮았지만 강선생님의 알려준 방법으로 다시 노력하여 꼭    보다 높은 점수를 올해 만들어 보겠습니다 늦은 나이에 포기할수 있었는데도 쉽게 잘 설명해주어 포기하지 않게 해준 선생님의 강의 너무 감사드립니다,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요    저는 처음으로 토익을 준비하는 사람이었기에    점 이상을 맞는 것이 목표였고  실제로 이번 시험에서    점을 달성하여 목표를 이룰 수 있었습니다  조금 더 공부한다면    점을 넘길 수 있었을 것 같은데 아쉽습니다  그래도 보통 처음 토익을 보면 신발사이즈 점수가 나온다고 하던데 저는 첫 토익을 해커스 왕초보 강의와 함께 준비해서 그런지 생각보다는 높은 점수를 받은 것 같아서 뿌듯했습니다  특히   의 경우에는 토익 강의에서 들었던 공식을 그대로 적용하여서    점 이상의 높은 점수가 나와서 매우 뿌듯했습니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요   문법 김진태 선생님 강의를 열심히 들었습니다  고등학교 졸업 이후 영어 공부를 한 번도 한 적이 없어 문법 개념을 전부 잊어버렸는데  자세하고 꼼꼼한 설명  재미있는 꿀팁 덕분에 문법을 처음부터 잘 이해할 수 있었고 기억도 잘 되더라구요   요즘 유튜브에서도 관련 동영상으로 핫하신 것 같은데 토익에 대해 하나도 모르는 말 그대로 왕기초 토린이라면 김진태 선생님의 문법 강의를 강력 추천합니다   왕기초 리스닝 민지원 선생님 강의도 매일 하나씩 꼬박꼬박 들었습니다  리스닝 점수가    점 넘게 나왔는데  첫 토익에서 꽤 좋은 성과인 것 같아서 뿌듯했어요  왕기초 강의를 꼼꼼하게 듣고 나서 문법을 정리하면서 시험을 준비했습니다  민지원 선생님은 발음이 좋고  문장을 개별로 조각조각 잘 쪼개는 방법을 알려주셔서 실제 시험에서도 이를 적용하여 쪼개 들었더니 정말 답이 잘 들렸습니다  사진 속 인물 행동 분석하는 방법도 완전 꿀팁이었어요       기타의견      나만의 공부       김진태 선생님 말씀대로 문법  듣기 한 강의씩 매일 꼬박꼬박 듣는 것이 가장 좋은 방법 같아요  매일 공부해야 토익에 대한 감각을 잃지 않고 이전에 공부했던 내용을 이어서 공부할 수 있었고  복습강의를 들으면서 다음 공부에 연계하기도 쉬웠습니다  별도로 제공하는 자료를 통해 교재에 나와있지 않은 내용들을 보충할 수 있었고  토익 시험장에도 가지고 가서 시험 전까지 복습하면서 감을 잃지 않을 수 있었습니다  김진태 선생님 강의의 별도 참고 자료가 정말 잘 되어 있어서 마지막으로 그것만 훑어보아도 요약정리에 정말 좋습니다  강력 추천합니다  일단 강의가 지루하지 않아요     시간이 잘 갑니다  문법 공식도 정말 재밌게 잘 가르치셔서 즐겁게 강의 들었습니다      열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요    지난번에    점 초반의 점수가 나와서 이번 시험의 목표는    점만 넘기자였는데    점을 달성했어요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요   김동영 선생님 문법강의 진 짜 추천합니다   저는 고등학교 모의고사는 물론 수능까지 영어는 항상 느낌으로 풀어서 문법은 주어 동사만 구분할 줄 알았어요  그런데 김동영 선생님 문법 강의를 꾸준히 듣고 공부하다보니까 어느새 문법에 자신감이 잔뜩 높아져있는 제 자신을 발견했어요  문법에 너무 흥미가 생겨서    다른 파트를 소홀히 한 게 한가지 문제점이지만   지난 토익시험에서      를      느낌으로만 풀었다면 강의를 듣고 최근에 본 토익시험에서는      알고 풀 수 있었어요  그래서    점수가 무려   점이나 올랐답니다    제게 정말 엄청난 발전이 찾아왔어요 정말 감사합니다         기타의견      나만의 공부       문법은 복습이 정말 중요한 것 같아요  물론 김동영 선생님께서 강의를 엄청 재밌고 이해하기 쉽게 해주시지만 그래도 복습은 정말 꼭  해야해요   강의 들을때 책에 모든 내용을 필기해놓고 나중에 깔끔하게 다시 다른 노트에 복습하면서 정리했어요  시험 막바지쯤에는  접속사    도치  와 같이 키워드만 적어놓고 그 주제에 맞는 중요한 문법 포인트들  종류들을 써가면서 문법 공부를 마무리했어요   열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   목표는    점이긴한데 아직 갈길이 머네요        내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  한승태 강사님의    강의  강소영 강사님    강의로 공부했습니다      기타의견      나만의 공부      영어공부 자체를 너무 오랜만에해서 거의 백지 상태로 토익을 시작했습니다  일단 강의를 들어야 토익의 가닥을 잡을 것 같아서 인터넷에서 찾아보다가 해커스토익의 환급반 토익을 알게 되었고 환급반 신청을 하였습니다  그렇게   일 동안 열심히 토익을 공부하였습니다    의 경우 강소영 강사님의    점 목표 강의를 하나하나 필기해가면서 공부했는데 덕분에 어느정도 감을 잡아가는 것 같습니다  그리고   의 경우 예전부터 저한테 가장 문제가 되는게   강의 였습니다  아무리 다른 수업을 듣고 공부를 해봐도 전혀 실력이 늘지 않고 영어가 들리지 않았는데 한승태 강사님    점 목표 강의를 듣고   를 어떻게 공부해야하는지 알 수 있었습니다  아직은 이것 저것 바쁜 와중에 짬짬이로 공부한거라  목표점수는 한참 멀었는데 목표점수를 넘어 적어도    점이 될때까지 열심히 공부하겠습니다  그리고 해커스 토익 환급반 강의 너무 좋습니다   열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
수업내용이나 수업방식에 대해 자유롭게 후기를 작성해주세요      목표점수는 몇점인가요   수강 후  시험을 보셨다면 달성점수도 자랑해 주세요   목표 점수는    점 이상이었습니다       내가 들은 강의  선생님이 어떤 도움이 되었는지 공유해주세요  제가 들었던 강의는   는 전미정 선생님    는 한나 선생님  보카는 박가은 선생님께 들었습니다  전미정 선생님은 특히 독해 부분에서 어떻게 하면 해석을 매끄럽게 할 수 있을지에 대해 이해하기 쉽게 알려주셔서 좋았습니다  한나 선생님의 경우는 호주식  영국식  그리고 미국식 발음의 차이에 대해 하나 하나 자세히 알려주시면서 이런 발음은 이렇게 들어라  어떻게 하면 소리를 제대로 듣고 이해해서 문제를 풀 수 있는지에 대해서 자세히 알려주셔서 아주 좋았습니다  박가은 선생님의 경우는  사실 전 보카는 그냥 혼자 막연히 외우면 되지 굳이 강의를 들어야할까  라는 생각을 해서 처음에는 강의를 듣지 않았지만  생각보다 외우는데에 시간도 좀 걸리고 휘발성이 강했던 것 같아 혹시나 하는 마음에 강의를 들어보니 왜 보카 강의가 있는지 이해할 수 있었습니다  모든 단어를 다루시진 않았지만  해당 단어의 쓰임새를 알려주시면서 문법적으로도 도움이 되고  기억에 잘 남도록 여러번 반복해주셨기 때문에 확실히 눈으로만 외우는 것보다는 소리와 함께라서 그런지 잘 외워지고 기억에도 잘 남아 좋았습니다       기타의견      나만의 공부      꾸준히 하는 것이 가장 중요하다고 생각합니다  하루 하루 하기 싫더라도 조금씩 한다면 도움이 아주 큽니다  열공의 흔적을 매력넘치는 사진으로 인증해주세요       성적표  노트필기  플래너 등 공스타그램 사진 대환영 ,TOEIC
